No.	image_file	question	category	l2-category	bbox	index	multi-choice options	answer				
33	54473836573_6ed9597750_o.jpg	What is the relative position of House 23 to House 24?	SR	Os	"[{""bbox_2d"": [5492, 1859, 5525, 1895],""label"": ""House 23""},{""bbox_2d"": [5969, 1858, 6010, 1902],""label"": ""House 24""}]"	#33	['A. They are next to each other', 'B. They are on different streets', 'C. They are opposite each other', 'D. They are far apart']	A				
34	54473836573_6ed9597750_o.jpg	What is the relative position of House 23 to House 24?	SR	Os	"[{""bbox_2d"": [5492, 1859, 5525, 1895],""label"": ""House 23""},{""bbox_2d"": [5969, 1858, 6010, 1902],""label"": ""House 24""}]"	#34	['A. They are far apart', 'B. They are next to each other', 'C. They are on different streets', 'D. They are opposite each other']	B				
35	54473836573_6ed9597750_o.jpg	What is the relative position of House 23 to House 24?	SR	Os	"[{""bbox_2d"": [5492, 1859, 5525, 1895],""label"": ""House 23""},{""bbox_2d"": [5969, 1858, 6010, 1902],""label"": ""House 24""}]"	#35	['A. They are opposite each other', 'B. They are far apart', 'C. They are next to each other', 'D. They are on different streets']	C				
36	54473836573_6ed9597750_o.jpg	What is the relative position of House 23 to House 24?	SR	Os	"[{""bbox_2d"": [5492, 1859, 5525, 1895],""label"": ""House 23""},{""bbox_2d"": [5969, 1858, 6010, 1902],""label"": ""House 24""}]"	#36	['A. They are on different streets', 'B. They are opposite each other', 'C. They are far apart', 'D. They are next to each other']	D				
37	8K2D_FlowStateStabilization_Walking_001_1.jpg	What is the relative position of the child with the pinwheel to the man in the white t-shirt on the boardwalk?	SR	Os	"[{""bbox_2d"": [972, 2862, 1527, 3214],""label"": ""child with the pinwheel""},{""bbox_2d"": [5165, 1624, 5460, 2445],""label"": ""man in the white t-shirt on the boardwalk""}]"	#37	['A. The child is ahead of the man.', 'B. The child is to the right of the man.', 'C. The child is to the left of the man.', 'D. The child is behind the man.']	A				
38	8K2D_FlowStateStabilization_Walking_001_1.jpg	What is the relative position of the child with the pinwheel to the man in the white t-shirt on the boardwalk?	SR	Os	"[{""bbox_2d"": [972, 2862, 1527, 3214],""label"": ""child with the pinwheel""},{""bbox_2d"": [5165, 1624, 5460, 2445],""label"": ""man in the white t-shirt on the boardwalk""}]"	#38	['A. The child is behind the man.', 'B. The child is ahead of the man.', 'C. The child is to the right of the man.', 'D. The child is to the left of the man.']	B				
39	8K2D_FlowStateStabilization_Walking_001_1.jpg	What is the relative position of the child with the pinwheel to the man in the white t-shirt on the boardwalk?	SR	Os	"[{""bbox_2d"": [972, 2862, 1527, 3214],""label"": ""child with the pinwheel""},{""bbox_2d"": [5165, 1624, 5460, 2445],""label"": ""man in the white t-shirt on the boardwalk""}]"	#39	['A. The child is to the left of the man.', 'B. The child is behind the man.', 'C. The child is ahead of the man.', 'D. The child is to the right of the man.']	C				
40	8K2D_FlowStateStabilization_Walking_001_1.jpg	What is the relative position of the child with the pinwheel to the man in the white t-shirt on the boardwalk?	SR	Os	"[{""bbox_2d"": [972, 2862, 1527, 3214],""label"": ""child with the pinwheel""},{""bbox_2d"": [5165, 1624, 5460, 2445],""label"": ""man in the white t-shirt on the boardwalk""}]"	#40	['A. The child is to the right of the man.', 'B. The child is to the left of the man.', 'C. The child is behind the man.', 'D. The child is ahead of the man.']	D				
41	8K2D_FlowStateStabilization_Walking_001_2.jpg	What is the relative position of the child wearing a blue and red T-shirt to the man wearing a black T-shirt and glasses on the boardwalk?	SR	Os	"[{""bbox_2d"": [1298, 2694, 1807, 3204],""label"": ""child wearing a blue and red T-shirt""},{""bbox_2d"": [6148, 2276, 7121, 3387],""label"": ""man wearing a black T-shirt and glasses on the boardwalk""}]"	#41	['A. The child is ahead of the man.', 'B. The child is to the right of the man.', 'C. The child is to the left of the man.', 'D. The child is behind the man.']	A				
42	8K2D_FlowStateStabilization_Walking_001_2.jpg	What is the relative position of the child wearing a blue and red T-shirt to the man wearing a black T-shirt and glasses on the boardwalk?	SR	Os	"[{""bbox_2d"": [1298, 2694, 1807, 3204],""label"": ""child wearing a blue and red T-shirt""},{""bbox_2d"": [6148, 2276, 7121, 3387],""label"": ""man wearing a black T-shirt and glasses on the boardwalk""}]"	#42	['A. The child is behind the man.', 'B. The child is ahead of the man.', 'C. The child is to the right of the man.', 'D. The child is to the left of the man.']	B				
43	8K2D_FlowStateStabilization_Walking_001_2.jpg	What is the relative position of the child wearing a blue and red T-shirt to the man wearing a black T-shirt and glasses on the boardwalk?	SR	Os	"[{""bbox_2d"": [1298, 2694, 1807, 3204],""label"": ""child wearing a blue and red T-shirt""},{""bbox_2d"": [6148, 2276, 7121, 3387],""label"": ""man wearing a black T-shirt and glasses on the boardwalk""}]"	#43	['A. The child is to the left of the man.', 'B. The child is behind the man.', 'C. The child is ahead of the man.', 'D. The child is to the right of the man.']	C				
44	8K2D_FlowStateStabilization_Walking_001_2.jpg	What is the relative position of the child wearing a blue and red T-shirt to the man wearing a black T-shirt and glasses on the boardwalk?	SR	Os	"[{""bbox_2d"": [1298, 2694, 1807, 3204],""label"": ""child wearing a blue and red T-shirt""},{""bbox_2d"": [6148, 2276, 7121, 3387],""label"": ""man wearing a black T-shirt and glasses on the boardwalk""}]"	#44	['A. The child is to the right of the man.', 'B. The child is to the left of the man.', 'C. The child is behind the man.', 'D. The child is ahead of the man.']	D				
45	8K2D_OutdoorConcert_0001.jpg	What is the relative position of the boy wearing a mustard-colored T-shirt and the girl wearing a light yellow dress?	SR	Os	"[{""bbox_2d"": [50, 1889, 152, 2195],""label"": ""boy wearing a mustard-colored T-shirt""},{""bbox_2d"": [6352, 1920, 6525, 2312],""label"": ""girl wearing a light yellow dress""}]"	#45	['A. They are standing on the same line, but a few meters apart.', 'B. They are standing far apart.', 'C. The girl is standing in front of the boy.', 'D. The girl is standing behind the boy.']	A				
46	8K2D_OutdoorConcert_0001.jpg	What is the relative position of the boy wearing a mustard-colored T-shirt and the girl wearing a light yellow dress?	SR	Os	"[{""bbox_2d"": [50, 1889, 152, 2195],""label"": ""boy wearing a mustard-colored T-shirt""},{""bbox_2d"": [6352, 1920, 6525, 2312],""label"": ""girl wearing a light yellow dress""}]"	#46	['A. The girl is standing behind the boy.', 'B. They are standing on the same line, but a few meters apart.', 'C. They are standing far apart.', 'D. The girl is standing in front of the boy.']	B				
47	8K2D_OutdoorConcert_0001.jpg	What is the relative position of the boy wearing a mustard-colored T-shirt and the girl wearing a light yellow dress?	SR	Os	"[{""bbox_2d"": [50, 1889, 152, 2195],""label"": ""boy wearing a mustard-colored T-shirt""},{""bbox_2d"": [6352, 1920, 6525, 2312],""label"": ""girl wearing a light yellow dress""}]"	#47	['A. The girl is standing in front of the boy.', 'B. The girl is standing behind the boy.', 'C. They are standing on the same line, but a few meters apart.', 'D. They are standing far apart.']	C				
48	8K2D_OutdoorConcert_0001.jpg	What is the relative position of the boy wearing a mustard-colored T-shirt and the girl wearing a light yellow dress?	SR	Os	"[{""bbox_2d"": [50, 1889, 152, 2195],""label"": ""boy wearing a mustard-colored T-shirt""},{""bbox_2d"": [6352, 1920, 6525, 2312],""label"": ""girl wearing a light yellow dress""}]"	#48	['A. They are standing far apart.', 'B. The girl is standing in front of the boy.', 'C. The girl is standing behind the boy.', 'D. They are standing on the same line, but a few meters apart.']	D				
49	8K2D_TokyoDayandNight_1_1.jpg	Where is the woman wearing a black hat, white top, and wide-leg light brown pants in relation to the man with short hair, wearing a white short-sleeved T-shirt and blue jeans, who is looking down at his phone? Both are walking on the crosswalk.	SR	Os	"[{""bbox_2d"": [544, 1787, 743, 2409],""label"": ""woman walking on the crosswalk and wearing a black hat, white top, and wide-leg light brown pants""},{""bbox_2d"": [6647, 1701, 6983, 2516],""label"": ""man with short hair, wearing a white short-sleeved T-shirt and blue jeans, who is looking down at his phone and walking on the crosswalk""}]"	#49	['A. The woman is behind the man.', 'B. The woman and the man are on different crosswalks.', 'C. The woman is in front of the man.', 'D. They are far apart from each other.']	A				
50	8K2D_TokyoDayandNight_1_1.jpg	Where is the woman wearing a black hat, white top, and wide-leg light brown pants in relation to the man with short hair, wearing a white short-sleeved T-shirt and blue jeans, who is looking down at his phone? Both are walking on the crosswalk.	SR	Os	"[{""bbox_2d"": [544, 1787, 743, 2409],""label"": ""woman walking on the crosswalk and wearing a black hat, white top, and wide-leg light brown pants""},{""bbox_2d"": [6647, 1701, 6983, 2516],""label"": ""man with short hair, wearing a white short-sleeved T-shirt and blue jeans, who is looking down at his phone and walking on the crosswalk""}]"	#50	['A. They are far apart from each other.', 'B. The woman is behind the man.', 'C. The woman and the man are on different crosswalks.', 'D. The woman is in front of the man.']	B				
51	8K2D_TokyoDayandNight_1_1.jpg	Where is the woman wearing a black hat, white top, and wide-leg light brown pants in relation to the man with short hair, wearing a white short-sleeved T-shirt and blue jeans, who is looking down at his phone? Both are walking on the crosswalk.	SR	Os	"[{""bbox_2d"": [544, 1787, 743, 2409],""label"": ""woman walking on the crosswalk and wearing a black hat, white top, and wide-leg light brown pants""},{""bbox_2d"": [6647, 1701, 6983, 2516],""label"": ""man with short hair, wearing a white short-sleeved T-shirt and blue jeans, who is looking down at his phone and walking on the crosswalk""}]"	#51	['A. The woman is in front of the man.', 'B. They are far apart from each other.', 'C. The woman is behind the man.', 'D. The woman and the man are on different crosswalks.']	C				
52	8K2D_TokyoDayandNight_1_1.jpg	Where is the woman wearing a black hat, white top, and wide-leg light brown pants in relation to the man with short hair, wearing a white short-sleeved T-shirt and blue jeans, who is looking down at his phone? Both are walking on the crosswalk.	SR	Os	"[{""bbox_2d"": [544, 1787, 743, 2409],""label"": ""woman walking on the crosswalk and wearing a black hat, white top, and wide-leg light brown pants""},{""bbox_2d"": [6647, 1701, 6983, 2516],""label"": ""man with short hair, wearing a white short-sleeved T-shirt and blue jeans, who is looking down at his phone and walking on the crosswalk""}]"	#52	['A. The woman and the man are on different crosswalks.', 'B. The woman is in front of the man.', 'C. They are far apart from each other.', 'D. The woman is behind the man.']	D				
53	8K2D_TokyoDayandNight_4_1.jpg	What is the relative position of the Toys store and the Yorozuya store?	SR	Os	"[{""bbox_2d"": [4966, 1288, 6428, 2608],""label"": ""Toys store""},{""bbox_2d"": [0, 1227, 1257, 2592],""label"": ""Yorozuya store""},{""bbox_2d"": [7126, 1558, 7295, 2226],""label"": ""Yorozuya store""}]"	#53	['A. They are across from each other.', 'B. They are on the same side of the street but separated by a side street.', 'C. They are right next to each other.', 'D. They are positioned at a right angle to each other.']	A				
54	8K2D_TokyoDayandNight_4_1.jpg	What is the relative position of the Toys store and the Yorozuya store?	SR	Os	"[{""bbox_2d"": [4966, 1288, 6428, 2608],""label"": ""Toys store""},{""bbox_2d"": [0, 1227, 1257, 2592],""label"": ""Yorozuya store""},{""bbox_2d"": [7126, 1558, 7295, 2226],""label"": ""Yorozuya store""}]"	#54	['A. They are positioned at a right angle to each other.', 'B. They are across from each other.', 'C. They are on the same side of the street but separated by a side street.', 'D. They are right next to each other.']	B				
55	8K2D_TokyoDayandNight_4_1.jpg	What is the relative position of the Toys store and the Yorozuya store?	SR	Os	"[{""bbox_2d"": [4966, 1288, 6428, 2608],""label"": ""Toys store""},{""bbox_2d"": [0, 1227, 1257, 2592],""label"": ""Yorozuya store""},{""bbox_2d"": [7126, 1558, 7295, 2226],""label"": ""Yorozuya store""}]"	#55	['A. They are right next to each other.', 'B. They are positioned at a right angle to each other.', 'C. They are across from each other.', 'D. They are on the same side of the street but separated by a side street.']	C				
56	8K2D_TokyoDayandNight_4_1.jpg	What is the relative position of the Toys store and the Yorozuya store?	SR	Os	"[{""bbox_2d"": [4966, 1288, 6428, 2608],""label"": ""Toys store""},{""bbox_2d"": [0, 1227, 1257, 2592],""label"": ""Yorozuya store""},{""bbox_2d"": [7126, 1558, 7295, 2226],""label"": ""Yorozuya store""}]"	#56	['A. They are on the same side of the street but separated by a side street.', 'B. They are right next to each other.', 'C. They are positioned at a right angle to each other.', 'D. They are across from each other.']	D				
57	Sample#7_8K2D_Shanghai_0003.jpg	What best describes the relative position between the plum-colored vehicle and the red vehicle behind the white truck?	SR	Os	"[{""bbox_2d"": [198, 3120, 318, 3206],""label"": ""plum-colored vehicle""},{""bbox_2d"": [6978, 3458, 7294, 3560],""label"": ""red vehicle behind the white truck""}]"	#57	['A. They are on opposite directions of the road', 'B. They are at opposite ends of the bridge', 'C. They are moving in the same direction', 'D. They are moving toward each other']	A				
58	Sample#7_8K2D_Shanghai_0003.jpg	What best describes the relative position between the plum-colored vehicle and the red vehicle behind the white truck?	SR	Os	"[{""bbox_2d"": [198, 3120, 318, 3206],""label"": ""plum-colored vehicle""},{""bbox_2d"": [6978, 3458, 7294, 3560],""label"": ""red vehicle behind the white truck""}]"	#58	['A. They are moving toward each other', 'B. They are on opposite directions of the road', 'C. They are at opposite ends of the bridge', 'D. They are moving in the same direction']	B				#
59	Sample#7_8K2D_Shanghai_0003.jpg	What best describes the relative position between the plum-colored vehicle and the red vehicle behind the white truck?	SR	Os	"[{""bbox_2d"": [198, 3120, 318, 3206],""label"": ""plum-colored vehicle""},{""bbox_2d"": [6978, 3458, 7294, 3560],""label"": ""red vehicle behind the white truck""}]"	#59	['A. They are moving in the same direction', 'B. They are moving toward each other', 'C. They are on opposite directions of the road', 'D. They are at opposite ends of the bridge']	C				
60	Sample#7_8K2D_Shanghai_0003.jpg	What best describes the relative position between the plum-colored vehicle and the red vehicle behind the white truck?	SR	Os	"[{""bbox_2d"": [198, 3120, 318, 3206],""label"": ""plum-colored vehicle""},{""bbox_2d"": [6978, 3458, 7294, 3560],""label"": ""red vehicle behind the white truck""}]"	#60	['A. They are at opposite ends of the bridge', 'B. They are moving in the same direction', 'C. They are moving toward each other', 'D. They are on opposite directions of the road']	D				
61	2022_03_22_360Pano_Conference_room_1-CC.jpg	How is the exit door positioned relative to the main door of the room?	SR	Os	"[{""bbox_2d"": [2110, 1703, 2409, 2033],""label"": ""main door""},{""bbox_2d"": [5961, 1645, 6278, 2254],""label"": ""exit door""}]"	#61	['A. The exit door is on the opposite wall, directly facing the main door.', 'B. The exit door is on the same wall as the main door but at the farthest corner.', 'C. The exit door is on a perpendicular wall, to the left of the main door.', 'D. The exit door is on a perpendicular wall, to the right of the main door.']	A				
62	2022_03_22_360Pano_Conference_room_1-CC.jpg	How is the exit door positioned relative to the main door of the room?	SR	Os	"[{""bbox_2d"": [2110, 1703, 2409, 2033],""label"": ""main door""},{""bbox_2d"": [5961, 1645, 6278, 2254],""label"": ""exit door""}]"	#62	['A. The exit door is on a perpendicular wall, to the right of the main door.', 'B. The exit door is on the opposite wall, directly facing the main door.', 'C. The exit door is on the same wall as the main door but at the farthest corner.', 'D. The exit door is on a perpendicular wall, to the left of the main door.']	B				
